"url"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fsearch"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2F49c2507259ba"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2F96106f137968"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2Fd9e30c23b55b"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2F363bf2442e1d"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2Ffcdee65a31bc"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2F69a42ad73021"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40myamedina"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40myamedina%2Fdear-america-im-sorry-kind-regards-the-uk-1cf34254a28c%3Fsource%3Dreading_list---------1-3"
"https://medium.com/tag/uk-politics?source=post"
"https://medium.com/tag/trump?source=post"
"https://medium.com/tag/americ?source=post"
"https://medium.com/tag/elections?source=post"
"https://medium.com/@myamedina?source=footer_card"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fbrowse%2Ftop"
"https://medium.com/browse/69a42ad73021"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40myamedina%3Fsource%3Dreading_list---------1-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40tobiasrose"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40tobiasrose%3Fsource%3Dreading_list---------2-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40seoulcialite"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40seoulcialite%3Fsource%3Dreading_list---------4-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40tobiasrose%2Fempathy-to-democracy-b7f04ab57eee%3Fsource%3Dreading_list---------2-3"
"https://en.wikipedia.org/wiki/Equal-time_rule"
"http://www.journalism.org/2016/05/26/news-use-across-social-media-platforms-2016/"
"http://graphics.wsj.com/blue-feed-red-feed/"
"https://en.wikipedia.org/wiki/Contact_hypothesis"
"https://backchannel.com/facebook-published-a-big-new-study-on-the-filter-bubble-here-s-what-it-says-ef31a292da95#.h1f694kbc"
"https://medium.com/swlh/how-technology-hijacks-peoples-minds-from-a-magician-and-google-s-design-ethicist-56d62ef5edf3#.wkurfvvwp"
"https://medium.com/@sethmiller?source=post_page"
"https://medium.com/@goodberger?source=post_page"
"https://medium.com/@heyamberrae?source=post_page"
"https://medium.com/tag/social-media?source=post"
"https://medium.com/tag/facebook?source=post"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40argerism"
"https://medium.com/verygoodlight?source=logo-lo_3506b0ab792d---7d88076de499"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fverygoodlight%2Fas-an-asian-american-i-am-invisible-in-this-country-8993a78436a3%3Fsource%3Dreading_list---------4-3"
"https://medium.com/verygoodlight/search"
"http://all-len-all.com/trump-assumes-asian-american-harvard-student-is-from-south-korea-hes-from-texas-video/"
"http://www.rememberingvincentchin.com/p/vincent-chin.html"
"http://www.cnn.com/2015/06/03/entertainment/cameron-crowe-emma-stone-aloha-apology-feat/"
"http://www.verygoodlight.com"
"https://medium.com/tag/asian-american?source=post"
"https://medium.com/tag/latest?source=post"
"https://medium.com/tag/activism?source=post"
"https://medium.com/tag/american-dream?source=post"
"https://medium.com/@seoulcialite?source=footer_card"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fverygoodlight%3Fsource%3Dreading_list---------4-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40nadia.shahbaz"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40nadia.shahbaz%3Fsource%3Dreading_list---------7-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fart-marketing%3Fsource%3Dreading_list---------5-3"
"https://medium.com/art-marketing/4-common-mistakes-businesses-make-when-redesigning-their-website-6938a608a6b4?source=collection_home_________1_---7------1"
"https://medium.com/@barckyhq?source=collection_home_________1_---7------1"
"https://medium.com/art-marketing/i-am-human-and-this-is-my-story-b5a75a3dc72c?source=collection_home_________2_---7------2"
"https://medium.com/@sharondemattia?source=collection_home_________2_---7------2"
"https://medium.com/art-marketing/-5afeeba88793?source=collection_home_________3_---7------3"
"https://medium.com/@argerism?source=collection_home_________3_---7------3"
"https://medium.com/art-marketing/why-designers-should-know-typography-c2f0acea9816?source=collection_home_________4_---7------4"
"https://medium.com/@Manon_Stripes?source=collection_home_________4_---7------4"
"https://medium.com/art-marketing/building-trust-and-standing-out-in-the-digital-age-ff038e2c41e5?source=collection_home_________5_---7------5"
"https://medium.com/@PaulBromford?source=collection_home_________5_---7------5"
"https://medium.com/art-marketing/free-lancers-and-technology-are-leading-the-workforce-revolution-29d7f18e3841?source=collection_home_________6_---7------6"
"https://medium.com/@andco_26266?source=collection_home_________6_---7------6"
"https://medium.com/art-marketing/all"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40IjeomaOluo"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40argerism%3Fsource%3Dreading_list---------5-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40nadia.shahbaz%2Fthe-art-of-not-forgetting-865aa2fca318%3Fsource%3Dreading_list---------7-3"
"https://medium.com/tag/death?source=post"
"https://medium.com/tag/self-improvement?source=post"
"https://medium.com/tag/alain-de-botton?source=post"
"https://medium.com/tag/memory?source=post"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40djspacecamp"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40IjeomaOluo%2Fhgtv-rubbing-salt-in-the-wound-86897565129d%3Fsource%3Dreading_list---------8-3"
"http://www.theatlantic.com/business/archive/2014/05/the-racist-housing-policy-that-made-your-neighborhood/371439/"
"http://www.reuters.com/article/us-usa-foreclosures-race-idUSTRE6930K520101004"
"https://medium.com/tag/real-estate?source=post"
"https://medium.com/tag/hgtv?source=post"
"https://medium.com/@IjeomaOluo?source=footer_card"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40djspacecamp%3Fsource%3Dreading_list---------9-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40IjeomaOluo%3Fsource%3Dreading_list---------8-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40kate8%3Fsource%3Dreading_list---------10-3"
"https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40kate8"
